Unnamed: 0,type,release_year,rating,title,cluster,duration_numeric,year,month,day,country_0,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,listed_in_0,listed_in_1,listed_in_2,listed_in_3,listed_in_4,listed_in_5,listed_in_6,listed_in_7,listed_in_8,listed_in_9
60.0,0.0,0.3529411764705941,0.38461538461538464,Naruto Shippuden: The Movie: The Lost Tower,1.0,0.3333333333333333,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
61.0,0.0,0.7274242120056158,0.4615384615384616,Naruto the Movie 2: Legend of the Stone of Gelel,1.0,0.38095238095238093,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
62.0,0.0,0.1176470588235361,0.4615384615384616,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,1.0,0.373015873015873,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
63.0,0.0,0.7274242120056158,0.4615384615384616,Naruto the Movie: Ninja Clash in the Land of Snow,1.0,0.3253968253968254,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
64.0,0.0,1.0,0.4615384615384616,Nightbooks,1.0,0.40476190476190477,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
65.0,1.0,1.0,0.5384615384615385,Numberblocks,0.0,0.01984126984126984,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
66.0,1.0,0.5882352941176521,0.23076923076923078,Raja Rasoi Aur Anya Kahaniyan,0.0,0.0,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
67.0,1.0,0.764705882352942,0.4615384615384616,Saved by the Bell,0.0,0.027777777777777776,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
68.0,0.0,1.0,0.38461538461538464,Schumacher,1.0,0.4444444444444444,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
69.0,1.0,0.6470588235294201,0.4615384615384616,Stories by Rabindranath Tagore,0.0,0.0,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
70.0,1.0,1.0,0.23076923076923078,Too Hot To Handle: Latino,0.0,0.0,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
71.0,0.0,1.0,0.5384615384615385,A StoryBots Space Adventure,0.0,0.047619047619047616,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
72.0,1.0,1.0,0.23076923076923078,Jack Whitehall: Travels with My Father,0.0,0.015873015873015872,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
