cluster,PC1,PC2
1.0,-39.1309950788679,-137.15402785095898
0.0,-39.487944913858726,-138.15802671075727
1.0,-39.23321589168627,-139.14750961216964
1.0,-38.96448598843249,-139.1465661326083
0.0,-39.46752519525933,-139.15574788700428
1.0,-38.97210714370031,-140.14561635424093
1.0,-39.142881062775125,-140.16435149176647
1.0,-39.21233893464392,-140.14711712899538
0.0,-39.44238109429354,-141.15321433406427
1.0,-39.02716883748768,-141.15631389057285
1.0,-38.93820506419463,-141.14595358424046
0.0,-39.436610302647786,-141.17286691145833
1.0,-39.073121302186564,-141.1524195318287
0.0,-39.441916074177264,-141.14978663687813
1.0,-39.54202320824945,-111.21920494724235
1.0,-39.56622582009092,-111.22341163006544
0.0,-39.88045739308689,-112.23032695195243
1.0,-39.36422444778572,-113.21423298429289
1.0,-39.453058349331236,-113.21054783706147
0.0,-39.86203459566586,-113.21945845536982
0.0,-39.8542276010239,-113.2224379925375
1.0,-39.334400173915135,-113.21271568081909
1.0,-39.5142476621304,-113.21593857565135
0.0,-39.86730856891718,-113.22360416856866
0.0,-39.86244633109105,-113.22095192700233
0.0,-39.85770918336838,-113.22193897878506
0.0,-39.84300487502328,-114.22394179091933
1.0,-39.52895153202499,-115.21462998168397
1.0,-39.32170125464222,-115.24504799437001
1.0,-39.574295706837994,-116.20842298991775
1.0,-39.29580550822034,-117.20769329207954
0.0,-39.80482807450489,-117.21526206866154
1.0,-39.352797702552216,-118.205193017206
1.0,-39.36889539818866,-119.20459193651605
0.0,-39.758686958862846,-120.20565748243445
0.0,-39.75565008707143,-120.20384688420764
0.0,-39.75541135535188,-120.20606166536109
1.0,-39.23954686654233,-120.19897731564494
1.0,-39.471839372064444,-120.20060758801006
0.0,-39.761063668002095,-120.2079365459322
1.0,-39.3245606689719,-120.19725590178172
0.0,-39.752471722342506,-120.20288705515128
1.0,-39.50304169930292,-121.19802016540709
0.0,-39.733183782189975,-121.24772196614268
0.0,-39.74219871037719,-121.20281527491503
1.0,-39.31477104030762,-121.21436342593574
1.0,-39.27686452682887,-121.20622187739622
1.0,-39.26159027081425,-121.20460290347617
1.0,-39.21429508506366,-121.20412276112849
1.0,-39.27726590282838,-121.20714283646203
1.0,-39.44879537090569,-122.19346833993009
0.0,-39.73070798202635,-122.20346008232178
1.0,-39.33564382602079,-122.19982461538916
0.0,-39.72503887769751,-122.19932419049562
1.0,-39.465162953970484,-123.19244172648615
1.0,-39.30364057430603,-125.20656462172042
0.0,-39.67998442825801,-125.19507007340802
1.0,-39.21583334448933,-127.18250033628998
1.0,-39.23082579325819,-127.18640787760489
1.0,-39.38928799304362,-127.1833139971481
1.0,-39.224167082696674,-127.18623004366609
0.0,-39.647846627574275,-127.19046798142773
1.0,-39.36126166936203,-127.23174796282453
1.0,-39.25459474524314,-127.21120254756005
1.0,-39.32291285159849,-127.2085364286718
1.0,-39.29955387503926,-127.22322332645368
1.0,-39.25839269154266,-127.18581072116147
0.0,-39.65481876708701,-127.19226892329573
1.0,-39.189452469984005,-127.18617788082781
0.0,-39.646905851104805,-127.19263419275919
0.0,-39.655584180044976,-127.18925889724825
0.0,-39.64813047503137,-127.18836944904874
1.0,-39.15361456493649,-128.22325806568296
1.0,-39.10204165850219,-128.18853653641168
1.0,-39.11964344863314,-128.18836064909274
1.0,-39.131270727153094,-128.18698065276465
1.0,-39.11655771245644,-128.18454526671053
0.0,-39.616479243664564,-129.19010855262422
0.0,-39.61954802255173,-129.19050232559985
1.0,-39.11569705176954,-129.17798052353393
1.0,-39.372550927391224,-130.17505605116253
0.0,-39.58746066052511,-131.18373231378365
0.0,-39.58879380096058,-131.1896475992624
0.0,-39.566749705065334,-132.18453792580087
0.0,-39.546359581772485,-134.17443754959083
0.0,-39.538664794090266,-134.17870829973475
1.0,-39.07850818855215,-134.1710714527414
0.0,-39.541086396267204,-134.1762385039754
1.0,-39.18433325745352,-134.16837297410166
1.0,-39.09988668574081,-134.16498388089
0.0,-39.5495364834894,-134.176705847591
1.0,-39.14704781063808,-134.16810987406797
1.0,-39.13194222305431,-135.16828454173373
1.0,-39.100586839179726,-135.19049040533417
1.0,-39.009901990221834,-135.18062737448344
1.0,-39.15563246475563,-135.17902912116946
1.0,-39.01282477969153,-135.17673059418155
0.0,-39.51119808277365,-136.1804650978994
0.0,-39.50517368213397,-136.17765637350368
0.0,-39.499613819128605,-137.17415220581194
1.0,-39.12217708968548,-137.16222235112434
1.0,-38.98111712578488,-138.17041653654502
1.0,-39.0589717982481,-138.18655438773254
1.0,-38.978288001481914,-140.15714416698913
1.0,-38.80678754320326,-140.15127281980077
1.0,-39.094076633284196,-140.1552776192934
1.0,-39.07826534053431,-141.15278856772707
1.0,-39.006737007146036,-141.1526431362037
1.0,-39.02519145740603,-141.1528804199316
0.0,-39.43653628623976,-141.16045032840748
0.0,-39.437568510004866,-141.15676419442298
0.0,-39.438804594999375,-141.15511198752026
0.0,-39.44186115906422,-141.15835982573182
1.0,-39.085268021001085,-141.171971574782
1.0,-39.0650426006616,-141.15342883823476
1.0,-39.07135669876849,-141.17999879709754
1.0,-38.918438051351906,-141.1517432379395
1.0,-38.98530975317928,-141.14833657222886
0.0,-39.4304562530345,-141.16163152223763
1.0,-39.003937999222735,-141.15476476200664
1.0,-39.036195814635285,-141.19444315158032
1.0,-39.02228000523275,-141.1566619428396
1.0,-39.34267546863787,-114.22233669809643
1.0,-39.303248567700365,-115.22864219114419
1.0,-39.34995048890289,-115.23048591552435
1.0,-39.38334658797496,-115.23448580806681
1.0,-39.34629751573251,-115.22170066259085
1.0,-39.42082189490599,-115.2225115029403
1.0,-39.32293853917328,-115.23638756037275
1.0,-39.315028481619606,-115.23715192695506
1.0,-39.34233063559184,-115.22163681461896
1.0,-39.37172962076273,-115.23368823494002
1.0,-39.353203260051394,-115.23020153443996
1.0,-39.292671375527114,-115.2397690984314
0.0,-39.83046264212031,-115.22730340176221
1.0,-39.55872055202741,-116.26421780123104
1.0,-39.47773757202498,-117.21943969471138
1.0,-39.327103422806076,-119.21057973899553
1.0,-39.471118698449615,-120.21717489815991
0.0,-39.73419195608524,-120.21253145830337
1.0,-39.28327268239894,-120.20667293085091
1.0,-39.39652895279565,-120.206737251248
1.0,-39.41824982004252,-120.20538152617796
1.0,-39.22989315588723,-120.20946875272955
0.0,-39.75332934494875,-120.21839580015424
0.0,-39.75365816039538,-120.2133335354306
1.0,-39.1848822950429,-121.205302804021
0.0,-39.555604652329016,-122.21104828414713
1.0,-39.404728882531096,-122.20855343161031
1.0,-39.29188212855384,-125.20040772578783
1.0,-39.2016366661683,-126.2072748086375
1.0,-39.26721956630956,-126.19716542570544
1.0,-39.2017074964342,-127.19432735515068
1.0,-39.195249981728466,-127.19845213517412
1.0,-39.26586759837864,-127.19532783167931
1.0,-39.23059399644459,-127.21319090659276
1.0,-39.226985022853825,-127.19896291894922
1.0,-39.23613547148142,-127.20205286945296
1.0,-39.252024475377134,-127.21711962148257
0.0,-39.64296532084444,-127.20867358030573
0.0,-39.64934097747952,-127.19566836185533
1.0,-39.11877791017498,-127.1926617693195
1.0,-39.15263521913316,-127.23873874632211
1.0,-39.097853125377476,-127.19744051146081
0.0,-39.65108049856612,-127.19654366042477
1.0,-39.31666410222125,-127.19258779043207
0.0,-39.65149711623432,-127.20226200329316
1.0,-39.1761571423994,-127.2317640112243
1.0,-39.12776120987034,-127.1909419362024
0.0,-39.62466704276346,-128.19858650826967
1.0,-39.384074427563924,-128.18852522426235
0.0,-39.6289372443475,-128.19580294869363
0.0,-39.498978296579374,-130.19318704122747
0.0,-39.557405349827306,-133.18579811866636
0.0,-39.55735576351369,-133.1849859673212
1.0,-39.17970085548541,-134.17692036174734
1.0,-39.292530791855334,-134.17878171967186
0.0,-39.53800070035144,-134.18192782049175
1.0,-39.24621649848572,-134.17641930359557
1.0,-38.996446981799835,-134.1749707329279
0.0,-39.524226748236046,-135.1868378238755
0.0,-39.497365734568454,-137.1787891295596
0.0,-39.49977675022954,-137.178693486521
1.0,-39.25937448109511,-137.16857268193112
0.0,-39.49799687633579,-137.17882372429335
0.0,-39.495450221035846,-137.17959608493152
0.0,-39.497398348220024,-137.17665446811608
0.0,-39.47171322438922,-139.1697202720184
1.0,-39.08312620925839,-140.16447586610684
1.0,-39.075233980193836,-140.1707773270357
1.0,-39.09729283567361,-141.17205273702626
1.0,-39.032694519544215,-141.1615565675268
0.0,-39.23105975333683,-141.16259566603293
0.0,-39.34172763202685,-141.1833693727497
0.0,-39.34523099373364,-141.16948283893169
0.0,-39.34714801075702,-141.1735382730749
0.0,-39.43107363969906,-141.16937690600471
0.0,-39.43670837535292,-141.16749349347512
0.0,-39.43626092125882,-141.16822290865036
0.0,-39.43639643904261,-141.1687217843838
0.0,-39.33842670177904,-141.1657800453467
1.0,-38.983248064451764,-141.15784119196786
1.0,-39.45384779328795,-111.23851219612138
1.0,-39.406262200737906,-111.2398362647287
0.0,-39.89367377305044,-111.24232051603704
1.0,-39.6440361233923,-112.26668312297019
1.0,-39.36205197612742,-112.26278249000593
1.0,-39.55917403221249,-113.23976120201627
1.0,-39.49912758552478,-113.22588511219045
1.0,-39.31195377758536,-113.23035898802458
1.0,-39.51390275085312,-113.23206741062074
1.0,-39.42208532376658,-114.22900617973602
1.0,-39.34045702460097,-114.25015551612556
1.0,-39.384276892926856,-114.23100842306184
1.0,-39.27285456684974,-114.23210744557741
1.0,-39.36190938700019,-114.23712146541976
1.0,-39.371605435209474,-114.22974609254287
0.0,-39.829663142046904,-115.23537945313923
0.0,-39.81233402705914,-115.23317502727795
1.0,-39.209934882334295,-116.22255734903476
1.0,-39.44283514449964,-117.22275283791555
0.0,-39.798388952522515,-117.23042754374003
0.0,-39.78755018502369,-117.2235912526311
0.0,-39.79879387663993,-117.2268363863148
1.0,-39.37599537190806,-117.22345285751805
1.0,-39.32319293134777,-117.21411325937198
0.0,-39.8020048998214,-117.23358126758579
0.0,-39.786062435733946,-118.22578049578277
1.0,-39.402683079295585,-118.22000575393048
0.0,-39.768806423501886,-119.22787119074783
1.0,-39.30874925568129,-124.20460962198715
1.0,-39.30119084506339,-124.20529270765152
1.0,-39.31094249619879,-124.20600448376172
0.0,-39.69101448629752,-124.21124300281144
0.0,-39.694792005034124,-124.21524841160148
1.0,-39.31034395046513,-124.20421687868159
1.0,-39.329248158234044,-124.20245031483158
1.0,-39.29993542543954,-124.20971152053183
0.0,-39.68389691971293,-124.20855990915946
0.0,-39.69488725801155,-124.20714037515071
1.0,-39.28755530393215,-127.20680095869507
1.0,-39.29265073682542,-127.2091186121643
1.0,-39.22566337434661,-127.20191235005767
1.0,-39.13692241614513,-127.20040896235852
0.0,-39.64635883246401,-127.21031754868204
1.0,-39.14292955975638,-127.2042625491248
1.0,-39.18344656743012,-127.19888454377626
1.0,-39.23771547258586,-127.1993079588159
1.0,-39.38611919880324,-127.19791041692599
1.0,-39.22049812519275,-127.20422045685153
1.0,-39.177743587609356,-127.19976659475044
0.0,-39.63251412991161,-128.2139946023556
1.0,-39.069187797544885,-129.19640577232263
1.0,-39.163764444215815,-131.19403993216838
0.0,-39.588894290975524,-131.19864422023485
0.0,-39.584460796973964,-131.19738999899542
0.0,-39.57297560769116,-131.19720475422199
0.0,-39.58288438169172,-131.19521707257255
1.0,-39.326219517388814,-131.1910471355323
1.0,-39.219257685767026,-131.19189709185255
1.0,-39.1888312557674,-131.18945729396086
0.0,-39.56242853087061,-132.19490450003872
0.0,-39.56875392820344,-132.19479907250548
1.0,-39.19410991545638,-133.19009844952225
1.0,-39.08567424709381,-133.1872425695257
1.0,-39.14409166921219,-135.18209284274923
1.0,-39.0905604285099,-137.1801593708661
1.0,-39.07195007217668,-138.17565099713738
1.0,-38.9952834042935,-138.1735004807869
1.0,-39.10016166746575,-138.1753537204227
0.0,-39.48230220320395,-138.18391316632855
0.0,-39.44842194137233,-140.19444284035944
1.0,-39.07614265704354,-140.1749965121049
0.0,-39.429422586674605,-141.17268685190643
1.0,-38.98778834222405,-141.17603258563622
0.0,-39.387380378023934,-141.17199190841797
1.0,-38.97050825211372,-141.17051231634932
1.0,-39.18332890978796,-141.19309130441295
1.0,-39.04415396569958,-141.17377302989325
1.0,-38.949394396700725,-141.1730630934357
1.0,-38.83872006350765,-141.1721568676874
0.0,-39.43210251859776,-141.1738967837053
0.0,-39.43804327772726,-141.17337397526364
0.0,-39.23313606368872,-141.20142439686813
0.0,-39.78728314548875,-111.17099248560783
0.0,-39.76503100561849,-111.17969484464417
1.0,-39.65637610084666,-111.16888550253557
1.0,-39.67621050155,-111.16920474239501
1.0,-39.578172531082515,-111.16832593936553
1.0,-39.627949630969155,-111.18225250403853
1.0,-39.66034644559293,-111.2028408561442
1.0,-39.50093520432218,-111.17292241684312
0.0,-39.70114581544327,-111.17030522649401
0.0,-39.705112695583935,-111.1703690744659
1.0,-39.61784133248921,-111.16896441908439
0.0,-39.78401431637199,-111.17817214669611
1.0,-39.475375140605294,-111.1658433908981
1.0,-39.406956913646475,-111.1618849679216
1.0,-39.50579813725802,-111.16678268284386
0.0,-39.78048341825666,-111.17158218593174
0.0,-39.78048341825666,-111.17158218593174
1.0,-39.31286086355037,-111.18792348700774
1.0,-39.385588154331174,-111.20039120170458
0.0,-39.71260761618609,-111.1893182904332
1.0,-39.67001602530971,-111.1925765910162
0.0,-39.89272531666021,-112.17074548250596
0.0,-39.87493798616341,-113.1631250832975
1.0,-39.370977827533835,-114.15447070456455
1.0,-39.50633174880045,-114.15916148869647
0.0,-39.855991789638594,-114.17606381650612
1.0,-39.413539253155484,-114.18059283744974
0.0,-39.86033287837347,-114.16660726969964
0.0,-39.85861809402018,-114.16606755602442
1.0,-39.56751879786386,-114.15752600705463
1.0,-39.47278933335556,-114.15844145784378
0.0,-39.800520251073436,-118.15642490309159
0.0,-39.793080764095215,-118.18375838702448
0.0,-39.78316568004142,-119.1534847238415
0.0,-39.773029298898685,-120.14971981853078
0.0,-39.75157733606301,-120.15164566329969
0.0,-39.76889950096663,-120.14836302283427
0.0,-39.75461128083033,-121.14865071726666
1.0,-39.33127363929314,-121.13913918993428
1.0,-39.25562943802064,-121.13971706348326
0.0,-39.75283409891543,-121.15453448514685
0.0,-39.75111943661975,-121.14909248343932
0.0,-39.75090886428048,-121.15432539128344
0.0,-39.75098496107927,-121.15562078620934
0.0,-39.752487683420306,-121.14784604388323
0.0,-39.75273656271101,-121.1515033647311
1.0,-39.333245275181184,-121.1435172930696
0.0,-39.75069650688545,-121.14736447462478
1.0,-39.41406505484248,-122.16659117598883
0.0,-39.64799605630299,-122.14662870018154
0.0,-39.733298161739974,-122.1581088548651
1.0,-39.347776359024294,-122.1608515663909
1.0,-39.4023303175612,-122.1511204505613
1.0,-39.3749818262043,-122.15599791950933
1.0,-39.357321644064115,-123.14051900042595
0.0,-39.706565341193794,-124.1426818714652
1.0,-39.346800358791725,-125.13636177667497
0.0,-39.57344409093799,-125.13999534763792
1.0,-39.12702175984752,-126.12975554501014
0.0,-39.67866956062289,-126.13838320909252
0.0,-39.56556328432801,-126.15320459021294
0.0,-39.674726961792224,-126.16529532802677
1.0,-39.22368465291609,-126.14569700612934
1.0,-39.2203208040053,-126.14638116554286
1.0,-39.06359653902344,-126.12811970343834
1.0,-39.178333297757405,-126.14339607295986
1.0,-39.30142683937624,-127.13088581168746
0.0,-39.65525780292567,-127.13485645732109
1.0,-39.32017886826765,-127.13260122497609
1.0,-39.348920518199634,-127.13104388581465
1.0,-39.34495363805896,-127.13098003784276
1.0,-39.37164277085541,-127.13167676646921
1.0,-39.32908611749628,-127.13072464595521
1.0,-39.326824273172555,-127.1321139513422
1.0,-39.079334367221904,-127.12874578762776
0.0,-39.65099613661728,-128.13355317334583
0.0,-39.64629694269563,-128.1330184586581
1.0,-39.10511945845116,-128.1232379032607
0.0,-39.64644030596907,-128.13438361794178
0.0,-39.647843076543296,-128.1352720244267
0.0,-39.64784261223786,-128.13017025553344
0.0,-39.64061278354381,-128.13012314936
0.0,-39.617792101022815,-128.13355164870094
0.0,-39.61656049523465,-130.1288031513009
0.0,-39.47648415863882,-130.1280732265403
1.0,-39.32706625711781,-131.12063979248555
1.0,-39.15814972686238,-135.11229510703745
0.0,-39.53999788159013,-135.1165107986103
1.0,-39.0959582297501,-135.11082622436697
1.0,-39.30841752355468,-135.11288087592828
1.0,-39.116861839104374,-135.11319911996634
0.0,-39.535684931874876,-135.1179969782186
0.0,-39.54160743242511,-135.11551868213232
1.0,-39.304600730883216,-135.11244154623597
0.0,-39.43023494904348,-135.1163842621215
1.0,-39.14779364288487,-135.11254600449027
1.0,-39.242387990819886,-138.10338181310567
0.0,-39.47823156617416,-139.10896493823464
0.0,-39.46745100459141,-140.1074396081652
1.0,-38.84711055628862,-140.0959488832808
1.0,-38.95437911226107,-141.12368826055473
1.0,-39.08868567315209,-141.130661517666
1.0,-39.15222086051969,-141.09735963636115
1.0,-39.05514098030755,-141.09543458013397
1.0,-38.925076091808855,-141.11255730241118
1.0,-39.02282395795425,-141.11137570985775
1.0,-39.00293530297168,-141.11291210081427
1.0,-39.12318040628316,-141.1008863373423
1.0,-38.98147434197312,-141.1220963803016
1.0,-38.9929321372517,-141.10966945683975
1.0,-38.86449822908514,-141.1028845597818
0.0,-39.45031080079057,-141.10680595681308
1.0,-38.9737472440358,-141.10721214382227
1.0,-39.00885133779686,-141.10582441695524
1.0,-38.970815676446364,-141.12936720624677
0.0,-39.359023505968715,-141.10215450732636
1.0,-39.05943024441757,-141.1272420539011
1.0,-38.94836540153574,-141.10181153129838
1.0,-39.08683766534531,-141.10133436938267
1.0,-39.058174684799035,-141.11588275854893
1.0,-39.05390005228276,-141.13521201886488
0.0,-39.89029213437716,-112.17674765959559
1.0,-39.516202312223975,-112.1698324749529
0.0,-39.76913447269372,-112.17707457288955
0.0,-39.89052736373697,-112.17749504908485
1.0,-39.555657998100436,-112.17073750552548
1.0,-39.378234930189244,-112.16687733287115
0.0,-39.886679084284616,-112.17559586956608
1.0,-39.42784036222807,-112.17094570373209
1.0,-39.40775773824826,-112.16936946468772
0.0,-39.88065660172162,-112.17695748722593
1.0,-39.48452996727024,-112.16871415829783
1.0,-39.50455026608796,-112.16908374410312
0.0,-39.841933496758074,-115.17016446248618
0.0,-39.8386731947891,-115.18317083292837
0.0,-39.63700137533406,-117.16489896844202
0.0,-39.772556286355865,-119.15975263410718
0.0,-39.78142802832612,-119.16007139818447
0.0,-39.77544811550208,-119.16010081653687
0.0,-39.76582764477624,-120.15999285708628
1.0,-39.35347271595302,-120.1540500543417
1.0,-39.3855119452826,-121.14966071977116
0.0,-39.737127122522,-122.15285688350667
0.0,-39.73938945644493,-122.15696860415571
1.0,-39.366360931276546,-122.14964886981176
1.0,-39.27962237026016,-122.14285858034164
1.0,-39.37652888029767,-122.14582769507454
0.0,-39.73874893385828,-122.15511273103277
1.0,-39.478301933244765,-122.14837777539407
1.0,-39.339526822087244,-124.1863465693823
0.0,-39.690765834448065,-125.14904624673431
0.0,-39.69145297578137,-125.15554869654282
0.0,-39.689687837871936,-125.15597863845551
1.0,-39.295984821989116,-126.13840931718482
1.0,-39.297787674574614,-126.1359888633731
0.0,-39.67125992385957,-126.1433608484308
1.0,-39.14121056796801,-126.13758542648118
1.0,-39.26512273717535,-126.13760895713786
0.0,-39.67712037149281,-126.14304244344709
1.0,-39.171325528237105,-127.13717508367398
0.0,-39.66609155996687,-127.14541306783222
1.0,-39.309403888411815,-127.14022048214572
1.0,-39.21316586449268,-127.13761712367285
1.0,-39.21563379574282,-127.13185896523126
1.0,-39.10989379142909,-127.14589238243772
1.0,-39.17540107542138,-127.1363515995673
1.0,-39.18221965048792,-127.13669430602381
1.0,-39.198865720869684,-127.1391145948021
1.0,-39.11251276181944,-129.12837534505658
1.0,-39.2624677358629,-129.1309377363425
0.0,-39.62937622699978,-129.13584577838057
0.0,-39.5875873752999,-132.13938240777148
1.0,-39.162409831554825,-133.15576082895652
1.0,-39.14238756597694,-133.12559740089793
0.0,-39.56898190919081,-133.13054407160536
1.0,-39.076954854378776,-133.12321118583498
0.0,-39.57215342075305,-133.12644601145047
0.0,-39.5692930945877,-133.1313646667961
0.0,-39.56634080397273,-133.13119182951823
0.0,-39.56890480903929,-133.13017854038034
0.0,-39.55430689276177,-134.13029937208316
0.0,-39.537999990397886,-135.1290896219023
1.0,-38.99066623258704,-137.1146167646074
1.0,-39.147495404769316,-137.1131442510469
0.0,-39.45503149897745,-139.12052825476076
1.0,-38.99939281981232,-140.10379867861067
0.0,-39.462873640457794,-140.11245442301896
1.0,-39.22767208533846,-140.1107075824503
1.0,-39.08272020440689,-140.10853035995405
1.0,-38.97495742275678,-140.10461930270404
1.0,-39.070671996618984,-140.10869335023833
1.0,-38.969720459060206,-141.138774582271
1.0,-39.05576912250215,-141.1440930133491
1.0,-38.86243583714545,-141.11527974513822
1.0,-38.897780979831026,-141.12397457363502
1.0,-39.07515983688557,-141.13327725228126
1.0,-38.95631751227276,-141.10549364526062
1.0,-38.86506665893443,-141.1255828433649
1.0,-38.95454261424189,-141.13455441553896
1.0,-39.085562587976625,-141.10668897687398
1.0,-38.80424347318124,-141.14719817822046
0.0,-39.447592118810526,-141.1199028702831
1.0,-38.8156076151541,-141.14278870018242
1.0,-38.94195229807552,-141.1383276464678
1.0,-39.01652470325728,-141.13679417404063
1.0,-39.08136238848288,-141.10631166427396
1.0,-39.12758596454176,-141.10533574667056
0.0,-39.439000377512635,-141.1107832491977
1.0,-38.940264659480945,-141.1174258556892
1.0,-38.92471924018436,-141.12452779131337
1.0,-38.908552253012594,-141.12666065277608
1.0,-38.999501744038014,-141.1465751944326
1.0,-38.867206440247415,-141.12707007837872
1.0,-38.88326370441874,-141.12330503698308
1.0,-38.841456846310024,-141.12541299596774
1.0,-38.9305719706862,-141.12317066387064
1.0,-38.960697286746274,-141.12325329873406
1.0,-38.82558932574735,-141.1251576040802
0.0,-39.25471991158032,-141.1520828954849
1.0,-38.91531265251438,-141.11509441579653
1.0,-38.93472428824707,-141.1465689798586
1.0,-39.06254391229464,-141.12262975601828
1.0,-38.89541690551689,-141.14258699979516
1.0,-38.886854815785334,-141.11861225483784
1.0,-38.91392785797148,-141.1315877884517
1.0,-38.964680966735955,-141.14224902827527
1.0,-38.923537247576164,-141.1346025637599
1.0,-38.91954911481363,-141.1208581502401
1.0,-38.86067354921751,-141.12278281395888
1.0,-38.94944375407207,-141.12338535679837
1.0,-38.879880313406936,-141.12021967052124
1.0,-39.07223996050392,-141.11525438314138
0.0,-39.44795881234228,-141.13409729189848
1.0,-39.08047426218983,-141.10877587089317
1.0,-39.02083735275115,-141.11093100679872
1.0,-38.91311152490725,-141.14141900464074
1.0,-39.06158418637481,-141.12241413052317
1.0,-39.019987187253015,-141.13290188017953
1.0,-39.39588754097928,-111.17981672502461
1.0,-39.42113356456461,-111.1897410212944
0.0,-39.883329926222544,-112.18370448537101
1.0,-39.453860505548484,-115.2126603824311
1.0,-39.428442665120286,-116.16694555771693
1.0,-39.317953794448954,-116.16619525226739
1.0,-39.46400539524376,-116.16708842245343
1.0,-39.4758611680071,-116.17089340680955
1.0,-39.438888783275274,-116.17132951190123
0.0,-39.823009816739095,-116.1762007242425
1.0,-39.36283218165546,-116.16995878618988
0.0,-39.80710039810203,-117.20761949264252
0.0,-39.808008926712866,-117.17757795764916
1.0,-39.43836435471678,-117.16783042639167
1.0,-39.24469750440134,-118.17098629931718
1.0,-39.482934229475134,-119.16179249586494
0.0,-39.78148160501271,-119.16606260792935
1.0,-39.37031362420985,-119.16261108132016
0.0,-39.771390018985926,-119.17247563347651
1.0,-39.31677851776817,-122.15162504876724
0.0,-39.721738226933425,-123.15977491405636
0.0,-39.72359094626419,-123.1622199831071
0.0,-39.72396363585055,-123.1604262921183
0.0,-39.51512237311967,-123.15358774779156
0.0,-39.5188035840293,-123.15497760640056
1.0,-39.36975429655803,-123.15506203530191
1.0,-39.16206534664448,-123.15044270639001
0.0,-39.71922578332384,-123.16128543889252
0.0,-39.71155006989608,-123.15875512261
1.0,-39.225286044255505,-123.1724951225093
0.0,-39.62975981709728,-123.15711968936834
0.0,-39.70703314731682,-123.1587963150127
1.0,-39.33535708650961,-123.1569662420508
1.0,-39.23284658762236,-123.15033376121727
0.0,-39.718644495574296,-123.15878977272804
1.0,-39.1779393555018,-124.15103136419802
0.0,-39.684602599832964,-125.17767948958743
0.0,-39.65903023063454,-126.15026696240668
1.0,-39.42032501010741,-126.14682720091923
1.0,-39.05510136958621,-127.1465392205709
1.0,-39.02028059228416,-127.14221305441359
0.0,-39.6589063928943,-127.15261621130257
1.0,-39.1042942441816,-129.1381996792917
1.0,-39.0909384715113,-130.13678964829631
0.0,-39.61413355453907,-130.1428551929305
1.0,-39.21400532644249,-130.13837894348057
1.0,-39.26691364839717,-130.1373026309737
0.0,-39.614390213247816,-130.14096040317003
1.0,-39.190627470790965,-130.1330111083126
1.0,-39.38615184417195,-130.14055610122028
0.0,-39.617530825033036,-130.14551281706116
0.0,-39.61143678421554,-130.1448425678838
1.0,-39.221316898244915,-130.13482783116686
0.0,-39.60168292874409,-131.13956718435827
0.0,-39.60210022221238,-131.13903581215996
1.0,-39.007305596775055,-132.12786997543986
0.0,-39.586787126123596,-132.13599295787122
1.0,-39.1416386145667,-132.1324249523788
1.0,-39.337881390036344,-133.1315426661141
1.0,-39.07685053785209,-134.12773119768593
0.0,-39.54204471802857,-134.13911009344866
1.0,-39.14355472882067,-136.12367574234645
0.0,-39.51061847431004,-137.1268636151942
0.0,-39.50685634507228,-137.12737076203865
0.0,-39.50977596630143,-137.1280216320761
1.0,-39.14977863775113,-137.12117473124945
1.0,-39.00856397646938,-137.12023744563007
0.0,-39.409315040836674,-137.12677635197497
0.0,-39.50816403500254,-137.12797316550171
0.0,-39.49633677248045,-138.1226701223346
1.0,-38.98888265906074,-139.1201080571734
1.0,-39.12286657137206,-139.12130476303588
1.0,-39.014285135002794,-140.11732441922177
1.0,-39.130048298903326,-140.13697789917333
1.0,-39.20560056205039,-140.1135185110716
0.0,-39.45872876623034,-140.13699625455325
1.0,-39.232936205615346,-140.15438306530405
1.0,-38.91032325178178,-140.12707280004668
1.0,-39.232701919161386,-140.1215904002481
1.0,-39.2259021919293,-140.122180100572
1.0,-39.13811623437438,-140.1193529842815
1.0,-39.08064847694999,-140.13057598827362
0.0,-39.45380450474313,-140.15589147657207
0.0,-39.46203093619849,-140.12316371371912
0.0,-39.4483266795708,-140.1239828569992
1.0,-39.08315967610726,-140.1202078276352
0.0,-39.46040643597936,-140.12996719001387
1.0,-39.17273912745216,-140.12017740885173
1.0,-39.214641257768776,-140.1364983537281
1.0,-38.88395599848608,-141.11872953438126
1.0,-39.07768627438354,-141.11782306369025
1.0,-39.0478384847502,-141.1478660305995
1.0,-38.85839242971412,-141.1258495153706
1.0,-38.971967282227936,-141.11967399008438
1.0,-38.92475901377396,-141.14682999982554
1.0,-38.887341098003155,-141.14469982662473
1.0,-38.86373001323292,-141.12673600111742
1.0,-38.88483722453391,-141.11288590397038
1.0,-39.013636758363525,-141.13613508666506
1.0,-38.90774450217615,-141.10893288180753
1.0,-38.89514303915699,-141.13069595047997
1.0,-38.92529118586548,-141.12658923933083
1.0,-39.04076115517084,-141.14878613794198
0.0,-39.4477434552709,-141.12162238515947
1.0,-38.826052646838036,-141.11467968453755
1.0,-38.873530275817174,-141.12554597526213
1.0,-38.58335771636478,-141.1440170597443
1.0,-38.89520843780197,-141.12221822764292
1.0,-38.92732038456713,-141.14627671986827
1.0,-38.84282252551378,-141.11006393819144
1.0,-38.95589584418143,-141.12767429826613
1.0,-39.032496316224396,-141.14748034615715
1.0,-38.85634277161134,-141.14786363780843
1.0,-38.84914006782476,-141.14435988917478
